Name,Price in $,Role,TeamName,auction_year,Price in rs,Nationality,BasePrices in Rs,Winning Bid in Rs,Capped/UnCapped,price_rs,price_crore,match_key
Vicky Ostwal ,,All-Rounder , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,v_ostwal
Ripal Patel ,,All-Rounder , Delhi Capitals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_patel
Lalit Yadav ,,All-Rounder , Delhi Capitals,2022,"65,00,000 ",Indian ,,,,6500000,0.65,l_yadav
Rovman Powell ,,Batsman , Delhi Capitals,2022,"2,80,00,000 ",Overseas ,,,,28000000,2.8,r_powell
Tim Seifert ,,Wicket Keeper , Delhi Capitals,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,t_seifert
Pravin Dubey ,,All-Rounder , Delhi Capitals,2022,"50,00,000 ",Indian ,,,,5000000,0.5,p_dubey
Mohammad Shami ,,Bowler , Gujarat Titans,2022,"6,25,00,000 ",Indian ,,,,62500000,6.25,m_shami
David Miller ,,Batsman , Gujarat Titans,2022,"3,00,00,000 ",Overseas ,,,,30000000,3.0,d_miller
Jason Roy  ,,Batsman , Gujarat Titans,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,j_roy
Wriddhiman  Saha ,,Wicket Keeper , Gujarat Titans,2022,"1,90,00,000 ",Indian ,,,,19000000,1.9,w_saha
Matthew Wade ,,Wicket Keeper , Gujarat Titans,2022,"2,40,00,000 ",Overseas ,,,,24000000,2.4,m_wade
Lockie Ferguson ,,Bowler , Gujarat Titans,2022,"10,00,00,000 ",Overseas ,,,,100000000,10.0,l_ferguson
Abhinav Sadarangani ,,Batsman , Gujarat Titans,2022,"2,60,00,000 ",Indian ,,,,26000000,2.6,a_sadarangani
Rahul Tewatia ,,All-Rounder , Gujarat Titans,2022,"9,00,00,000 ",Indian ,,,,90000000,9.0,r_tewatia
Noor  Ahmad ,,Bowler , Gujarat Titans,2022,"30,00,000 ",Overseas ,,,,3000000,0.3,n_ahmad
R. Sai Kishore ,,Bowler , Gujarat Titans,2022,"3,00,00,000 ",Indian ,,,,30000000,3.0,r_kishore
Dominic Drakes ,,All-Rounder , Gujarat Titans,2022,"1,10,00,000 ",Overseas ,,,,11000000,1.1,d_drakes
Vijay Shankar ,,All-Rounder , Gujarat Titans,2022,"1,40,00,000 ",Indian ,,,,14000000,1.4,v_shankar
Jayant Yadav ,,All-Rounder , Gujarat Titans,2022,"1,70,00,000 ",Indian ,,,,17000000,1.7,j_yadav
Darshan Nalkande ,,All-Rounder , Gujarat Titans,2022,"20,00,000 ",Indian ,,,,2000000,0.2,d_nalkande
Yash  Dayal ,,Bowler , Gujarat Titans,2022,"3,20,00,000 ",Indian ,,,,32000000,3.2,y_dayal
B. Sai Sudharsan ,,All-Rounder , Gujarat Titans,2022,"20,00,000 ",Indian ,,,,2000000,0.2,b_sudharsan
Gurkeerat Singh ,,All-Rounder , Gujarat Titans,2022,"50,00,000 ",Indian ,,,,5000000,0.5,g_singh
Alzarri Joseph ,,Bowler , Gujarat Titans,2022,"2,40,00,000 ",Overseas ,,,,24000000,2.4,a_joseph
Varun Aaron ,,Bowler , Gujarat Titans,2022,"50,00,000 ",Indian ,,,,5000000,0.5,v_aaron
Pradeep Sangwan ,,All-Rounder , Gujarat Titans,2022,"20,00,000 ",Indian ,,,,2000000,0.2,p_sangwan
Pat Cummins ,,All-Rounder , Kolkata Knight Riders,2022,"7,25,00,000 ",Overseas ,,,,72500000,7.25,p_cummins
Shreyas Iyer ,,Batsman , Kolkata Knight Riders,2022,"12,25,00,000 ",Indian ,,,,122500000,12.25,s_iyer
Mohammad  Nabi ,,All-Rounder , Kolkata Knight Riders,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,m_nabi
Nitish Rana ,,All-Rounder , Kolkata Knight Riders,2022,"8,00,00,000 ",Indian ,,,,80000000,8.0,n_rana
Sam Billings  ,,Wicket Keeper , Kolkata Knight Riders,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,s_billings
Umesh Yadav ,,Bowler , Kolkata Knight Riders,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,u_yadav
Shivam  Mavi ,,All-Rounder , Kolkata Knight Riders,2022,"7,25,00,000 ",Indian ,,,,72500000,7.25,s_mavi
Sheldon Jackson ,,Wicket Keeper , Kolkata Knight Riders,2022,"60,00,000 ",Indian ,,,,6000000,0.6,s_jackson
Ajinkya Rahane ,,Batsman , Kolkata Knight Riders,2022,"1,00,00,000 ",Indian ,,,,10000000,1.0,a_rahane
Rinku Singh ,,Batsman , Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,,5500000,0.55,r_singh
Anukul Roy ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_roy
Alex Hales  ,,Batsman , Kolkata Knight Riders,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,a_hales
Rasikh Dar ,,Bowler , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_dar
Tim Southee ,,Bowler , Kolkata Knight Riders,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_southee
Baba Indrajith ,,Wicket Keeper , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,b_indrajith
Chamika Karunaratne ,,All-Rounder , Kolkata Knight Riders,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,c_karunaratne
Abhijeet Tomar ,,Batsman , Kolkata Knight Riders,2022,"40,00,000 ",Indian ,,,,4000000,0.4,a_tomar
Aman Khan ,,All-Rounder , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_khan
Ramesh Kumar ,,Batsman , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_kumar
Pratham Singh ,,Batsman , Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,,2000000,0.2,p_singh
Ashok Sharma ,,Bowler , Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,,5500000,0.55,a_sharma
Quinton De Kock ,,Wicket Keeper , Lucknow Super Giants,2022,"6,75,00,000 ",Overseas ,,,,67500000,6.75,q_kock
Manish Pandey ,,Batsman , Lucknow Super Giants,2022,"4,60,00,000 ",Indian ,,,,46000000,4.6,m_pandey
Krunal Pandya ,,All-Rounder , Lucknow Super Giants,2022,"8,25,00,000 ",Indian ,,,,82500000,8.25,k_pandya
Mark Wood ,,Bowler , Lucknow Super Giants,2022,"7,50,00,000 ",Overseas ,,,,75000000,7.5,m_wood
Avesh Khan ,,Bowler , Lucknow Super Giants,2022,"10,00,00,000 ",Indian ,,,,100000000,10.0,a_khan
Ankit Singh Rajpoot ,,Bowler , Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,,5000000,0.5,a_rajpoot
K. Gowtham ,,All-Rounder , Lucknow Super Giants,2022,"90,00,000 ",Indian ,,,,9000000,0.9,k_gowtham
Dushmanta Chameera ,,Bowler , Lucknow Super Giants,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,d_chameera
Shahbaz Nadeem ,,Bowler , Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_nadeem
Manan Vohra ,,Batsman , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_vohra
Evin Lewis ,,Batsman , Lucknow Super Giants,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,e_lewis
Mohsin Khan ,,Bowler , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan
Mayank Yadav ,,Bowler , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_yadav
Ayush Badoni ,,All-Rounder , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_badoni
Kyle Mayers ,,All-Rounder , Lucknow Super Giants,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,k_mayers
Karan Sharma ,,All-Rounder , Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_sharma
Jason Holder ,,All-Rounder , Lucknow Super Giants,2022,"8,75,00,000 ",Overseas ,,,,87500000,8.75,j_holder
Deepak Hooda ,,All-Rounder , Lucknow Super Giants,2022,"5,75,00,000 ",Indian ,,,,57500000,5.75,d_hooda
Ishan Kishan ,,Wicket Keeper , Mumbai Indians,2022,"15,25,00,000 ",Indian ,,,,152500000,15.25,i_kishan
Dewald Brevis ,,Batsman , Mumbai Indians,2022,"3,00,00,000 ",Overseas ,,,,30000000,3.0,d_brevis
Anmolpreet Singh ,,Batsman , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh
Basil Thampi ,,Bowler , Mumbai Indians,2022,"30,00,000 ",Indian ,,,,3000000,0.3,b_thampi
Murugan Ashwin ,,Bowler , Mumbai Indians,2022,"1,60,00,000 ",Indian ,,,,16000000,1.6,m_ashwin
Jaydev Unadkat ,,Bowler , Mumbai Indians,2022,"1,30,00,000 ",Indian ,,,,13000000,1.3,j_unadkat
Mayank Markande ,,Bowler , Mumbai Indians,2022,"65,00,000 ",Indian ,,,,6500000,0.65,m_markande
N. Tilak Varma ,,All-Rounder , Mumbai Indians,2022,"1,70,00,000 ",Indian ,,,,17000000,1.7,n_varma
Sanjay Yadav ,,All-Rounder , Mumbai Indians,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_yadav
Jofra Archer ,,All-Rounder , Mumbai Indians,2022,"8,00,00,000 ",Overseas ,,,,80000000,8.0,j_archer
Daniel Sams ,,All-Rounder , Mumbai Indians,2022,"2,60,00,000 ",Overseas ,,,,26000000,2.6,d_sams
Tymal Mills ,,Bowler , Mumbai Indians,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,t_mills
Tim David ,,All-Rounder , Mumbai Indians,2022,"8,25,00,000 ",Overseas ,,,,82500000,8.25,t_david
Ramandeep  Singh ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_singh
Aryan Juyal ,,Wicket Keeper , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_juyal
Fabian Allen ,,All-Rounder , Mumbai Indians,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,f_allen
Riley Meredith ,,Bowler , Mumbai Indians,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,r_meredith
Rahul Buddhi ,,Batsman , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,r_buddhi
Hrithik Shokeen ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,h_shokeen
Mohd. Arshad Khan ,,All-Rounder , Mumbai Indians,2022,"20,00,000 ",Indian ,,,,2000000,0.2,m_khan
Arjun  Tendulkar ,,All-Rounder , Mumbai Indians,2022,"30,00,000 ",Indian ,,,,3000000,0.3,a_tendulkar
Shikhar Dhawan ,,Batsman , Punjab Kings,2022,"8,25,00,000 ",Indian ,,,,82500000,8.25,s_dhawan
Kagiso Rabada ,,Bowler , Punjab Kings,2022,"9,25,00,000 ",Overseas ,,,,92500000,9.25,k_rabada
Jonny Bairstow  ,,Wicket Keeper , Punjab Kings,2022,"6,75,00,000 ",Overseas ,,,,67500000,6.75,j_bairstow
Rahul Chahar ,,Bowler , Punjab Kings,2022,"5,25,00,000 ",Indian ,,,,52500000,5.25,r_chahar
Harpreet  Brar ,,All-Rounder , Punjab Kings,2022,"3,80,00,000 ",Indian ,,,,38000000,3.8,h_brar
Shahrukh Khan ,,All-Rounder , Punjab Kings,2022,"9,00,00,000 ",Indian ,,,,90000000,9.0,s_khan
Jitesh Sharma ,,Wicket Keeper , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,j_sharma
Prabhsimran Singh ,,Wicket Keeper , Punjab Kings,2022,"60,00,000 ",Indian ,,,,6000000,0.6,p_singh
Ishan Porel ,,Bowler , Punjab Kings,2022,"25,00,000 ",Indian ,,,,2500000,0.25,i_porel
Liam Livingstone ,,All-Rounder , Punjab Kings,2022,"11,50,00,000 ",Overseas ,,,,115000000,11.5,l_livingstone
Odean Smith ,,All-Rounder , Punjab Kings,2022,"6,00,00,000 ",Overseas ,,,,60000000,6.0,o_smith
Sandeep Sharma ,,Bowler , Punjab Kings,2022,"50,00,000 ",Indian ,,,,5000000,0.5,s_sharma
Raj Angad Bawa ,,All-Rounder , Punjab Kings,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,r_bawa
Rishi Dhawan ,,All-Rounder , Punjab Kings,2022,"55,00,000 ",Indian ,,,,5500000,0.55,r_dhawan
Nathan Ellis ,,Bowler , Punjab Kings,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,n_ellis
Prerak Mankad ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,p_mankad
Atharva Taide ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_taide
Vaibhav Arora ,,Bowler , Punjab Kings,2022,"2,00,00,000 ",Indian ,,,,20000000,2.0,v_arora
Bhanuka Rajapaksa ,,Batsman , Punjab Kings,2022,"50,00,000 ",Overseas ,,,,5000000,0.5,b_rajapaksa
Benny Howell ,,All-Rounder , Punjab Kings,2022,"40,00,000 ",Overseas ,,,,4000000,0.4,b_howell
Writtick Chatterjee ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,w_chatterjee
Baltej Dhanda ,,Bowler , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,b_dhanda
Ansh Patel ,,All-Rounder , Punjab Kings,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_patel
R. Ashwin ,,All-Rounder , Rajasthan Royals,2022,"5,00,00,000 ",Indian ,,,,50000000,5.0,r_ashwin
Trent Boult ,,Bowler , Rajasthan Royals,2022,"8,00,00,000 ",Overseas ,,,,80000000,8.0,t_boult
Shimron Hetmyer ,,Batsman , Rajasthan Royals,2022,"8,50,00,000 ",Overseas ,,,,85000000,8.5,s_hetmyer
Devdutt Padikkal ,,Batsman , Rajasthan Royals,2022,"7,75,00,000 ",Indian ,,,,77500000,7.75,d_padikkal
Prasidh Krishna ,,Bowler , Rajasthan Royals,2022,"10,00,00,000 ",Indian ,,,,100000000,10.0,p_krishna
Yuzvendra Chahal ,,Bowler , Rajasthan Royals,2022,"6,50,00,000 ",Indian ,,,,65000000,6.5,y_chahal
Riyan Parag ,,All-Rounder , Rajasthan Royals,2022,"3,80,00,000 ",Indian ,,,,38000000,3.8,r_parag
K.C Cariappa ,,Bowler , Rajasthan Royals,2022,"30,00,000 ",Indian ,,,,3000000,0.3,k_cariappa
James Neesham ,,All-Rounder , Rajasthan Royals,2022,"1,50,00,000 ",Overseas ,,,,15000000,1.5,j_neesham
Nathan Coulter-Nile ,,Bowler , Rajasthan Royals,2022,"2,00,00,000 ",Overseas ,,,,20000000,2.0,n_coulter-nile
Navdeep Saini ,,Bowler , Rajasthan Royals,2022,"2,60,00,000 ",Indian ,,,,26000000,2.6,n_saini
Kuldeep  Sen ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_sen
Karun Nair ,,Batsman , Rajasthan Royals,2022,"1,40,00,000 ",Indian ,,,,14000000,1.4,k_nair
Rassie Van Der Dussen ,,Batsman , Rajasthan Royals,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,r_dussen
Daryl Mitchell ,,All-Rounder , Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,d_mitchell
Obed Mccoy ,,Bowler , Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,o_mccoy
Dhruv Jurel ,,Wicket Keeper , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,d_jurel
Tejas Baroka ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,t_baroka
Kuldip Yadav ,,Bowler , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,k_yadav
Shubham Garhwal ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,s_garhwal
Anunay Singh ,,All-Rounder , Rajasthan Royals,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_singh
Faf Du Plessis ,,Batsman , Royal Challengers Bangalore,2022,"7,00,00,000 ",Overseas ,,,,70000000,7.0,f_plessis
Wanindu Hasaranga ,,All-Rounder , Royal Challengers Bangalore,2022,"10,75,00,000 ",Overseas ,,,,107500000,10.75,w_hasaranga
Harshal Patel ,,All-Rounder , Royal Challengers Bangalore,2022,"10,75,00,000 ",Indian ,,,,107500000,10.75,h_patel
Dinesh  Karthik ,,Wicket Keeper , Royal Challengers Bangalore,2022,"5,50,00,000 ",Indian ,,,,55000000,5.5,d_karthik
Josh Hazlewood  ,,Bowler , Royal Challengers Bangalore,2022,"7,75,00,000 ",Overseas ,,,,77500000,7.75,j_hazlewood
Shahbaz Ahamad ,,All-Rounder , Royal Challengers Bangalore,2022,"2,40,00,000 ",Indian ,,,,24000000,2.4,s_ahamad
Anuj Rawat ,,Wicket Keeper , Royal Challengers Bangalore,2022,"3,40,00,000 ",Indian ,,,,34000000,3.4,a_rawat
Akash  Deep  ,,Bowler , Royal Challengers Bangalore,2022,"20,00,000 ",Indian ,,,,2000000,0.2,a_deep
Karn Sharma ,,Bowler , Royal Challengers Bangalore,2022,"50,00,000 ",Indian ,,,,5000000,0.5,k_sharma
Mahipal Lomror ,,All-Rounder , Royal Challengers Bangalore,2022,"95,00,000 ",Indian ,,,,9500000,0.95,m_lomror
Finn Allen ,,Batsman , Royal Challengers Bangalore,2022,"80,00,000 ",Overseas ,,,,8000000,0.8,f_allen
Sherfane Rutherford ,,All-Rounder , Royal Challengers Bangalore,2022,"1,00,00,000 ",Overseas ,,,,10000000,1.0,s_rutherford
Jason Behrendorff ,,Bowler , Royal Challengers Bangalore,2022,"75,00,000 ",Overseas ,,,,7500000,0.75,j_behrendorff
Siddharth  Kaul ,,Bowler , Royal Challengers Bangalore,2022,"75,00,000 ",Indian ,,,,7500000,0.75,s_kaul
Suyash Prabhudessai ,,All-Rounder , Royal Challengers Bangalore,2022,"30,00,000 ",Indian ,,,,3000000,0.3,s_prabhudessai
